bill_num||congress||title||date_intro||area||enacted||vetoed
hr8630||116||Organizational Fee Fairness Act||2020-10-20||Public Lands and Natural Resources||No||No
hr8631||116||Responsible Ownership of Firearms Act of 2020||2020-10-20||Crime and Law Enforcement||No||No
hr8632||116||Ocean-Based Climate Solutions Act of 2020||2020-10-20||Environmental Protection||No||No
hr8633||116||Humane Research and Testing Act of 2020||2020-10-20||Health||No||No
hr8634||116||HACKED Act||2020-10-20||Science, Technology, Communications||No||No
hr8635||116||Zero-Emission Vehicles Act of 2020||2020-10-20||Environmental Protection||No||No
hr8636||116||Protecting Americans from Dangerous Algorithms Act||2020-10-20||Science, Technology, Communications||No||No
hr8637||116||Japanese American Confinement Education Act||2020-10-20||Civil Rights and Liberties, Minority Issues||No||No
hr8638||116||Status of Child Marriages in the United States Act of 2020||2020-10-20||Families||No||No
hr8639||116||Mental Health Justice Act of 2020||2020-10-20||Health||No||No
hr864||116||Wildlife Conservation and Anti-Trafficking Act of 2019||2019-01-30||Animals||No||No
hr8640||116||SAFEGUARD Act of 2020||2020-10-20||Health||No||No
hr8641||116||Jamal Khashoggi Press Freedom Accountability Act of 2020||2020-10-20||International Affairs||No||No
hr8642||116||Safe Testing at Residence Telehealth Act of 2020||2020-10-20||Health||No||No
hr8643||116||PFAS Exposure Assessment and Documentation Act||2020-10-20||Armed Forces and National Security||No||No
hr8644||116||Secure America�s Medicine Act of 2020||2020-10-20||Health||No||No
hr8645||116||To designate the Kissimmee Gateway Airport and certain surrounding areas as an enterprise community.||2020-10-20||Taxation||No||No
hr8646||116||Territory Economic Development Tax Credit Act||2020-10-20||Taxation||No||No
hr8647||116||Community First Pretrial Reform and Jail Decarceration Act||2020-10-20||Crime and Law Enforcement||No||No
hr8648||116||Homeland Security Investigations Victim Assistance Act of 2020||2020-10-20||Crime and Law Enforcement||No||No
hr8649||116||Joshua John Comeau First Responder Cancer Benefit Act of 2020||2020-10-20||Crime and Law Enforcement||No||No
hr865||116||Rebuild America�s Schools Act of 2019||2019-01-30||Education||No||No
hr8650||116||Eliminate the Digital Divide Act||2020-10-20||Science, Technology, Communications||No||No
hr8651||116||To acknowledge the crime of lynching, and for other purposes.||2020-10-23||Crime and Law Enforcement||No||No
hr8652||116||Dialysis-Related Amyloidosis Treatment Act of 2020||2020-10-23||Health||No||No
hr8653||116||Keep Law Enforcement Local Act of 2020||2020-10-23||Crime and Law Enforcement||No||No
hr8654||116||Rural Wind Energy Modernization and Extension Act of 2020||2020-10-23||Taxation||No||No
hr8655||116||White House is Not a Political Prop Act||2020-10-23||Crime and Law Enforcement||No||No
hr8656||116||Small Business Emergency Savings Accounts Act of 2020||2020-10-23||Taxation||No||No
hr8657||116||Emergency Savings Accounts Act of 2020||2020-10-23||Taxation||No||No
hr8658||116||NASH Care Act of 2020||2020-10-23||Health||No||No
hr8659||116||Preventing Unwarranted Communications Shutdowns Act of 2020||2020-10-23||Science, Technology, Communications||No||No
hr866||116||Fairness For Breastfeeding Mothers Act of 2019||2019-01-30||Government Operations and Politics||Yes||No
hr8660||116||To direct the Secretary of Labor to modify regulations to allow the use of performance benchmarks in the case of designated investment alternatives, and for other purposes.||2020-10-23||Labor and Employment||No||No
hr8661||116||Protecting Rural Housing Act of 2020||2020-10-23||Housing and Community Development||No||No
hr8662||116||Accelerating Access to Critical Therapies for ALS Act||2020-10-23||Health||No||No
hr8663||116||Chinese Communist Party Influence Transparency Act||2020-10-23||International Affairs||No||No
hr8664||116||PPE for Safe Schools Act||2020-10-23||Education||No||No
hr8665||116||Extending Tribal Broadband Priority Act of 2020||2020-10-23||Native Americans||No||No
hr8666||116||No Small Business Aid for China Act||2020-10-23||Commerce||No||No
hr8667||116||Fair Access to Financial Services Act of 2020||2020-10-23||Finance and Financial Sector||No||No
hr8668||116||To amend title 38, United States Code, to direct the Secretary of Veterans Affairs to include the KIA, MIA, and POW acronyms on headstones and markers furnished by the Department of Veterans Affairs.||2020-10-23||Armed Forces and National Security||No||No
hr8669||116||Corporate Responsibility and Taxpayer Protection Act of 2020||2020-10-23||Taxation||No||No
hr867||116||Intelligence Directors Lobbying Prevention Act of 2019||2019-01-30||Government Operations and Politics||No||No
hr8670||116||Protecting our KIDS Act of 2020||2020-10-23||Crime and Law Enforcement||No||No
hr8671||116||CREATE Act of 2020||2020-10-23||Environmental Protection||No||No
hr8672||116||Rhode Island Fishermen�s Fairness Act||2020-10-23||Public Lands and Natural Resources||No||No
hr8673||116||INSPECT Act||2020-10-23||Energy||No||No
hr8674||116||Prevent Homelessness Act of 2020||2020-10-23||Housing and Community Development||No||No
hr8675||116||Preventing Regulatory Penalties for PPP Lenders Act||2020-10-23||Finance and Financial Sector||No||No
hr8676||116||OFF U.S. Embassies Act of 2020||2020-10-23||International Affairs||No||No
hr8677||116||HEAT Act||2020-10-23||Health||No||No
hr8678||116||Global Wildlife Trade Biosecurity Act||2020-10-23||International Affairs||No||No
hr8679||116||To allow certain individuals with prior service under the District of Columbia retirement system to make deposits towards annuities under the Civil Service Retirement System and the Federal Employees Retirement System, and for other purposes.||2020-10-23||Government Operations and Politics||No||No
hr868||116||End Dark Money Act||2019-01-30||Taxation||No||No
hr8680||116||Occupational Licensing Board Antitrust Damages Relief Act of 2020||2020-10-23||Commerce||No||No
hr8681||116||Stopping the Fraudulent Sales of Firearms Act||2020-10-23||Crime and Law Enforcement||No||No
hr8682||116||Equal Access to Information Act of 2020||2020-10-23||Government Operations and Politics||No||No
hr8683||116||To amend the Alaska Native Claims Settlement Act to exclude certain payments to Alaska Native elders for determining eligibility for certain programs, and for other purposes.||2020-10-23||Native Americans||No||No
hr8684||116||Alabama Underwater Forest National Marine Sanctuary and Protection Act||2020-10-27||Environmental Protection||No||No
hr8685||116||Protecting Miranda Rights for Kids Act||2020-10-27||Crime and Law Enforcement||No||No
hr8686||116||Small Business COVID�19 Debt Relief Extension Act of 2020||2020-10-27||Commerce||No||No
hr8687||116||Saving the Civil Service Act||2020-10-27||Government Operations and Politics||No||No
hr8688||116||Senior Accessible Housing Act||2020-10-27||Taxation||No||No
hr8689||116||Connecting Youth to Jobs Act||2020-10-27||Labor and Employment||No||No
hr869||116||Undetectable Firearms Modernization Act||2019-01-30||Crime and Law Enforcement||No||No
hr8690||116||Armed Forces Deferred Tax Relief Act||2020-10-27||Armed Forces and National Security||No||No
hr8691||116||Save Education Jobs Act||2020-10-27||Education||No||No
hr8692||116||"To designate the facility of the United States Postal Service located at 275 Penn Avenue in Salem, Ohio, as the ""Howard Arthur Tibbs Post Office""."||2020-10-27||Government Operations and Politics||No||No
hr8693||116||21st Century Jobs Act||2020-10-27||Science, Technology, Communications||No||No
hr8694||116||Oversight.gov Authorization Act of 2020||2020-10-27||Government Operations and Politics||No||No
hr8695||116||Protecting Retirement Savers and Everyday Investors Act||2020-10-27||Finance and Financial Sector||No||No
hr8696||116||Securing a Strong Retirement Act of 2020||2020-10-27||Labor and Employment||No||No
hr8697||116||Election Security Assessments Act||2020-10-27||Armed Forces and National Security||No||No
hr8698||116||Justice for All Act of 2020||2020-10-27||Civil Rights and Liberties, Minority Issues||No||No
hr8699||116||Erie Canalway National Heritage Corridor Commission Reauthorization Act||2020-10-27||Public Lands and Natural Resources||No||No
hr87||116||Midnight Rules Relief Act of 2019||2019-01-03||Government Operations and Politics||No||No
hr870||116||To reauthorize the Historically Black Colleges and Universities Historic Preservation program.||2019-01-30||Public Lands and Natural Resources||No||No
hr8700||116||John Lewis Taxpayer Protection Act||2020-10-27||Taxation||No||No
hr8701||116||FEMA Loan Interest Payment Relief Act||2020-10-30||Emergency Management||No||No
hr8702||116||Holding Providers Harmless From Medicare Cuts During COVID�19 Act of 2020||2020-10-30||Health||No||No
hr8703||116||Federal Skills Act||2020-10-30||Government Operations and Politics||No||No
hr8704||116||Strengthening Families for Success Act of 2020||2020-10-30||Families||No||No
hr8705||116||END Stigma Act||2020-10-30||Health||No||No
hr8706||116||Bureau of International Labor Affairs Authorization Act of 2020||2020-10-30||Labor and Employment||No||No
hr8707||116||Middle East Advanced Military Technology Protection Act||2020-10-30||International Affairs||No||No
hr8708||116||American Families United Act||2020-10-30||Immigration||No||No
hr8709||116||Analyzing Kinetic Impact Projectiles Against Americans Act of 2020||2020-10-30||Health||No||No
hr871||116||Bears Ears Expansion And Respect for Sovereignty Act||2019-01-30||Public Lands and Natural Resources||No||No
hr8710||116||Veterans Community Care Fairness Act||2020-10-30||Armed Forces and National Security||No||No
hr8711||116||Federal Workforce Accountability and Modernization Act||2020-10-30||Government Operations and Politics||No||No
hr8712||116||National Aviation Preparedness Plan Act of 2020||2020-10-30||Transportation and Public Works||No||No
hr8713||116||Lead-Safe Housing for Kids Act of 2020||2020-10-30||Housing and Community Development||No||No
hr8714||116||Family Friendly Schools Act||2020-10-30||Education||No||No
hr8715||116||Pandemic Planning and Response For Schools Act of 2020||2020-10-30||Education||No||No
hr8716||116||Advancing Competitiveness, Transparency, and Security in the Americas Act of 2020||2020-10-30||International Affairs||No||No
hr8717||116||FAIR Meat Packing Act||2020-10-30||Taxation||No||No
hr8718||116||To extend the statute of limitations for offenses under the Federal Election Campaign Act of 1971.||2020-10-30||Government Operations and Politics||No||No
hr8719||116||CASE-IT Act||2020-10-30||Science, Technology, Communications||No||No
hr872||116||WILD Act||2019-01-30||Animals||No||No
hr8720||116||To provide greater flexibility to agencies to make appointments to positions for which there is a severe shortage of candidates, and for other purposes.||2020-10-30||Government Operations and Politics||No||No
hr8721||116||Public Banking Act of 2020||2020-10-30||Finance and Financial Sector||No||No
hr8722||116||To authorize the Secretary of Veterans Affairs to make grants for repair and remodeling of community centers, clinics, and hospitals that serve veterans.||2020-10-30||Armed Forces and National Security||No||No
hr8723||116||To condition receipt of State funding from the Bureau of Health Workforce on adoption by the State of the Interstate Medical Licensure Compact, and for other purposes.||2020-10-30||Health||No||No
hr8724||116||First Responders Day Act||2020-11-02||Government Operations and Politics||No||No
hr8725||116||HAPI Act||2020-11-02||Health||No||No
hr8726||116||"To designate the facility of the United States Postal Service located at 101 South Willowbrook Avenue in Compton, California, as the ""PFC James Anderson, Jr., Post Office Building""."||2020-11-05||Government Operations and Politics||No||No
hr8727||116||Telehealth Modernization Act||2020-11-05||Health||No||No
hr8728||116||Soda Ash Funding for Education Act of 2020||2020-11-05||Public Lands and Natural Resources||No||No
hr8729||116||Native American Language Resource Center Act||2020-11-05||Native Americans||No||No
hr873||116||Transformation to Competitive Employment Act||2019-01-30||Labor and Employment||No||No
hr8730||116||Reverend James Lawson, Jr. Congressional Gold Medal Act||2020-11-05||Civil Rights and Liberties, Minority Issues||No||No
hr8731||116||Save Our Forests Act of 2020||2020-11-05||Public Lands and Natural Resources||No||No
hr8732||116||Preventing Pill Mills Through Data Sharing Act||2020-11-09||Crime and Law Enforcement||No||No
hr8733||116||United States-Israel Common Defense Authorization Act||2020-11-09||International Affairs||No||No
hr8734||116||Victims' Voice and Transparency Act||2020-11-09||Congress||No||No
